top_category,top_material,top_color,top_color_code,bottom_category,bottom_material,bottom_color,bottom_color_code,shoes_category,shoes_material,shoes_color,shoes_color_code,style,temperature,weather_condition,score
Coat,Leather,"[204, 98, 154]",136.08,Chinos,Linen,"[223, 182, 22]",176.02,Flip-Flops,Leather,"[127, 114, 156]",122.67,Formal,5,Windy,3.0
Polo,Polyester,"[53, 1, 134]",31.71,Trousers,Cotton,"[178, 46, 104]",92.08,Espadrilles,Velvet,"[122, 4, 54]",44.98,Preppy,-1,Rainy,5.0
Hoodie,Denim,"[17, 41, 164]",47.85,Trousers,Linen,"[58, 127, 251]",120.5,Running Shoes,Mesh,"[83, 161, 94]",130.04,Vintage,-3,Cloudy,6.5
Polo,Linen,"[135, 176, 103]",155.42,Chinos,Nylon,"[81, 239, 30]",167.93,Heels,Synthetic,"[180, 184, 95]",172.66,Elegant,16,Sunny,5.0
Cardigan,Silk,"[249, 168, 217]",197.81,Cargo Pants,Linen,"[1, 155, 174]",111.12,Sandals,Denim,"[73, 98, 196]",101.7,Sporty,16,Rainy,3.0
Hoodie,Denim,"[25, 86, 223]",83.38,Leggings,Leather,"[26, 232, 169]",163.22,Heels,Rubber,"[248, 66, 25]",115.74,Streetwear,11,Cloudy,5.0
Hoodie,Silk,"[155, 227, 173]",199.32,Leggings,Wool,"[67, 103, 194]",102.61,Heels,Leather,"[128, 244, 185]",202.59,Formal,31,Cloudy,1.0
Blouse,Linen,"[142, 59, 70]",85.07,Trousers,Linen,"[43, 122, 144]",100.89,Oxfords,Denim,"[38, 107, 19]",76.34,Business Casual,14,Rainy,5.0
Coat,Wool,"[55, 154, 174]",126.68,Culottes,Polyester,"[175, 222, 230]",208.86,Flip-Flops,Denim,"[12, 232, 242]",167.36,Vintage,29,Sunny,2.5
Polo,Velvet,"[66, 128, 37]",99.09,Leggings,Silk,"[116, 221, 238]",191.54,Oxfords,Wool,"[206, 82, 9]",110.75,Minimalist,7,Sunny,5.0
Sweater,Cotton,"[211, 87, 247]",142.32,Skirt,Wool,"[82, 245, 88]",178.37,Loafers,Synthetic,"[166, 205, 135]",185.36,Minimalist,3,Rainy,4.0
T-shirt,Polyester,"[150, 25, 110]",72.06,Chinos,Velvet,"[141, 3, 54]",50.08,Oxfords,Canvas,"[163, 55, 18]",83.07,Vintage,19,Snowy,1.5
Sweater,Cotton,"[110, 91, 77]",95.08,Shorts,Wool,"[121, 173, 71]",145.82,Sneakers,Rubber,"[35, 71, 163]",70.72,Bohemian,29,Windy,2.5
Polo,Silk,"[19, 241, 46]",152.39,Cargo Pants,Polyester,"[56, 65, 26]",57.86,Boots,Synthetic,"[65, 247, 233]",190.99,Streetwear,18,Rainy,5.0
T-shirt,Leather,"[19, 175, 206]",131.89,Jeans,Cotton,"[171, 148, 120]",151.69,Sandals,Synthetic,"[55, 153, 166]",125.18,Formal,33,Cloudy,3.0
Hoodie,Wool,"[29, 9, 51]",19.77,Leggings,Cotton,"[168, 201, 254]",197.17,Running Shoes,Mesh,"[164, 198, 118]",178.71,Preppy,0,Sunny,6.5
Hoodie,Silk,"[184, 127, 106]",141.65,Leggings,Denim,"[203, 157, 35]",156.85,Espadrilles,Knit,"[98, 240, 196]",192.53,Preppy,3,Windy,6.5
Coat,Leather,"[10, 21, 145]",31.85,Skirt,Polyester,"[52, 213, 31]",144.11,Flip-Flops,Canvas,"[25, 22, 32]",24.04,Casual,16,Cloudy,5.0
Hoodie,Nylon,"[207, 245, 152]",223.04,Skirt,Velvet,"[41, 13, 83]",29.35,Moccasins,Synthetic,"[173, 49, 82]",89.84,Casual,-2,Rainy,4.0
Tank Top,Nylon,"[230, 178, 70]",181.24,Joggers,Cotton,"[229, 129, 254]",173.15,Flip-Flops,Suede,"[133, 120, 64]",117.5,Bohemian,14,Sunny,5.0
Hoodie,Fleece,"[218, 174, 59]",174.05,Leggings,Leather,"[163, 222, 239]",206.3,Boots,Wool,"[11, 213, 102]",139.95,Business Casual,29,Windy,1.0
Polo,Polyester,"[119, 56, 105]",80.42,Trousers,Nylon,"[44, 139, 193]",116.75,Flip-Flops,Synthetic,"[189, 231, 224]",217.64,Formal,29,Snowy,1.0
T-shirt,Nylon,"[155, 206, 49]",172.85,Chinos,Leather,"[30, 222, 90]",149.54,Heels,Rubber,"[156, 93, 147]",117.99,Streetwear,21,Cloudy,5.0
Tunic,Fleece,"[185, 148, 240]",169.55,Shorts,Linen,"[180, 184, 160]",180.07,Boots,Mesh,"[79, 9, 149]",45.89,Elegant,18,Sunny,5.0
Blouse,Polyester,"[34, 116, 17]",80.2,Jeans,Fleece,"[244, 31, 41]",95.83,Oxfords,Canvas,"[145, 250, 148]",206.98,Elegant,-3,Cloudy,5.0
Polo,Wool,"[194, 249, 233]",230.73,Chinos,Polyester,"[5, 213, 123]",140.55,Running Shoes,Leather,"[8, 227, 14]",137.24,Streetwear,16,Sunny,5.0
T-shirt,Nylon,"[206, 167, 16]",161.45,Leggings,Velvet,"[19, 14, 59]",20.62,Sneakers,Rubber,"[138, 248, 214]",211.23,Elegant,11,Cloudy,3.0
Blouse,Fleece,"[151, 49, 4]",74.37,Culottes,Nylon,"[241, 226, 142]",220.91,Espadrilles,Denim,"[57, 61, 142]",69.04,Formal,26,Rainy,5.0
Tunic,Linen,"[31, 247, 74]",162.69,Leggings,Velvet,"[98, 109, 203]",116.43,Espadrilles,Velvet,"[212, 80, 165]",129.16,Preppy,2,Cloudy,5.0
T-shirt,Polyester,"[165, 230, 87]",194.26,Joggers,Linen,"[70, 161, 141]",131.51,Espadrilles,Mesh,"[204, 55, 108]",105.59,Elegant,-3,Cloudy,1.0
Coat,Denim,"[175, 191, 90]",174.7,Joggers,Denim,"[144, 197, 207]",182.29,Running Shoes,Wool,"[166, 245, 110]",205.99,Casual,7,Snowy,3.0
Jacket,Nylon,"[21, 7, 214]",34.78,Chinos,Denim,"[135, 43, 50]",71.31,Moccasins,Knit,"[38, 39, 243]",61.96,Vintage,17,Sunny,5.0
Coat,Leather,"[236, 58, 65]",112.02,Sweatpants,Velvet,"[242, 137, 48]",158.25,Sandals,Suede,"[141, 77, 118]",100.81,Sporty,3,Snowy,4.5
Coat,Silk,"[237, 113, 206]",160.68,Leggings,Velvet,"[36, 111, 96]",86.86,Loafers,Knit,"[83, 137, 16]",107.06,Casual,33,Cloudy,2.5
Tunic,Fleece,"[195, 72, 192]",122.46,Sweatpants,Silk,"[41, 169, 39]",115.91,Boots,Knit,"[142, 61, 210]",102.2,Formal,27,Cloudy,1.0
T-shirt,Cotton,"[4, 72, 75]",52.01,Jeans,Denim,"[227, 42, 134]",107.8,Oxfords,Mesh,"[164, 97, 197]",128.43,Business Casual,16,Rainy,5.0
Jacket,Denim,"[147, 129, 129]",134.38,Culottes,Leather,"[188, 119, 220]",151.15,Espadrilles,Rubber,"[55, 227, 107]",161.89,Casual,27,Windy,5.0
Blouse,Wool,"[132, 23, 205]",76.34,Skirt,Fleece,"[31, 54, 58]",47.58,Moccasins,Velvet,"[208, 61, 31]",101.53,Formal,32,Snowy,1.5
Polo,Cotton,"[104, 20, 100]",54.24,Trousers,Velvet,"[175, 223, 161]",201.58,Heels,Canvas,"[16, 77, 146]",66.63,Casual,16,Sunny,5.0
Hoodie,Linen,"[77, 78, 17]",70.75,Skirt,Denim,"[45, 170, 226]",139.01,Sandals,Velvet,"[62, 97, 152]",92.81,Minimalist,16,Cloudy,5.0
Jacket,Denim,"[95, 182, 27]",138.32,Leggings,Nylon,"[221, 140, 118]",161.71,Running Shoes,Mesh,"[36, 166, 3]",108.55,Business Casual,8,Rainy,6.0
Blouse,Wool,"[142, 89, 194]",116.82,Shorts,Fleece,"[70, 202, 249]",167.89,Sandals,Suede,"[182, 189, 37]",169.58,Casual,30,Rainy,3.0
Blouse,Fleece,"[165, 183, 107]",168.95,Chinos,Leather,"[161, 68, 89]",98.2,Flip-Flops,Suede,"[98, 94, 96]",95.42,Business Casual,25,Windy,5.0
Cardigan,Wool,"[111, 68, 254]",102.06,Trousers,Silk,"[82, 223, 150]",172.52,Loafers,Knit,"[242, 18, 75]",91.47,Minimalist,30,Cloudy,5.0
Tunic,Fleece,"[73, 241, 119]",176.86,Cargo Pants,Linen,"[249, 64, 65]",119.43,Heels,Velvet,"[205, 167, 194]",181.44,Preppy,2,Snowy,1.5
Tunic,Wool,"[69, 248, 146]",182.85,Trousers,Velvet,"[156, 176, 70]",157.94,Boots,Leather,"[241, 70, 245]",141.08,Sporty,30,Sunny,3.5
Sweater,Wool,"[77, 212, 210]",171.41,Joggers,Silk,"[216, 233, 35]",205.34,Boots,Suede,"[58, 86, 189]",89.37,Casual,21,Rainy,5.0
Polo,Polyester,"[245, 23, 106]",98.84,Joggers,Fleece,"[195, 184, 226]",192.08,Running Shoes,Denim,"[171, 178, 78]",164.51,Vintage,24,Cloudy,5.0
Polo,Cotton,"[223, 53, 242]",125.38,Jeans,Linen,"[125, 109, 65]",108.77,Moccasins,Mesh,"[99, 51, 61]",66.49,Minimalist,28,Windy,5.0
Blouse,Wool,"[70, 154, 77]",120.11,Chinos,Nylon,"[59, 31, 175]",55.79,Sneakers,Canvas,"[165, 163, 78]",153.91,Business Casual,27,Windy,5.0
T-shirt,Fleece,"[235, 4, 9]",73.64,Culottes,Denim,"[137, 177, 78]",153.75,Boots,Leather,"[41, 86, 224]",88.28,Preppy,16,Windy,5.0
Polo,Denim,"[210, 41, 7]",87.66,Joggers,Velvet,"[8, 98, 11]",61.17,Sneakers,Synthetic,"[127, 148, 93]",135.45,Formal,4,Windy,3.0
Tank Top,Velvet,"[203, 221, 69]",198.29,Jeans,Leather,"[191, 141, 176]",159.94,Sneakers,Leather,"[252, 192, 253]",216.89,Business Casual,32,Sunny,5.0
Polo,Nylon,"[129, 16, 14]",49.56,Leggings,Cotton,"[20, 208, 111]",140.73,Moccasins,Denim,"[183, 108, 208]",141.82,Elegant,21,Sunny,5.0
Tunic,Wool,"[229, 201, 135]",201.85,Joggers,Leather,"[161, 177, 233]",178.6,Heels,Canvas,"[90, 153, 158]",134.73,Sporty,14,Sunny,5.0
T-shirt,Denim,"[250, 251, 60]",228.93,Skirt,Silk,"[156, 154, 202]",160.07,Sandals,Rubber,"[1, 59, 134]",50.21,Preppy,13,Rainy,3.0
Tank Top,Polyester,"[50, 19, 65]",33.51,Culottes,Fleece,"[154, 87, 228]",123.11,Moccasins,Leather,"[139, 239, 9]",182.88,Formal,12,Sunny,5.0
Tunic,Polyester,"[143, 202, 1]",161.44,Jeans,Wool,"[90, 196, 117]",155.3,Flip-Flops,Canvas,"[124, 142, 40]",124.99,Casual,22,Rainy,3.0
Polo,Linen,"[21, 226, 122]",152.85,Shorts,Silk,"[48, 108, 208]",101.46,Flip-Flops,Velvet,"[27, 95, 219]",88.8,Elegant,14,Snowy,1.0
Blouse,Nylon,"[221, 158, 27]",161.9,Shorts,Fleece,"[136, 152, 13]",131.37,Loafers,Denim,"[137, 46, 153]",85.41,Minimalist,24,Windy,5.0
Tunic,Leather,"[37, 175, 172]",133.4,Shorts,Polyester,"[117, 89, 74]",95.66,Loafers,Mesh,"[221, 115, 200]",156.38,Business Casual,17,Rainy,5.0
T-shirt,Denim,"[157, 24, 58]",67.64,Cargo Pants,Nylon,"[146, 9, 13]",50.42,Espadrilles,Denim,"[85, 95, 3]",81.52,Preppy,26,Sunny,2.5
Hoodie,Leather,"[72, 48, 127]",64.18,Trousers,Cotton,"[1, 141, 110]",95.61,Flip-Flops,Wool,"[89, 92, 138]",96.35,Bohemian,26,Windy,2.5
Blouse,Polyester,"[41, 216, 84]",148.63,Sweatpants,Velvet,"[129, 160, 14]",134.09,Heels,Wool,"[2, 137, 176]",101.08,Preppy,-5,Cloudy,5.0
Cardigan,Silk,"[160, 35, 109]",80.81,Skirt,Polyester,"[212, 105, 9]",126.05,Boots,Denim,"[247, 204, 167]",212.64,Business Casual,23,Rainy,5.0
T-shirt,Velvet,"[172, 250, 185]",219.27,Jeans,Fleece,"[172, 181, 184]",178.65,Boots,Knit,"[92, 172, 221]",153.67,Business Casual,15,Cloudy,5.0
Coat,Nylon,"[115, 229, 104]",180.66,Joggers,Velvet,"[39, 34, 140]",47.58,Flip-Flops,Canvas,"[169, 207, 177]",192.22,Streetwear,11,Cloudy,5.0
T-shirt,Silk,"[125, 132, 38]",119.19,Trousers,Polyester,"[223, 101, 126]",140.33,Flip-Flops,Mesh,"[137, 252, 110]",201.43,Minimalist,20,Sunny,5.0
Tunic,Velvet,"[18, 195, 215]",144.36,Jeans,Fleece,"[88, 242, 60]",175.21,Espadrilles,Velvet,"[9, 70, 26]",46.74,Vintage,-2,Cloudy,5.0
Cardigan,Wool,"[223, 189, 98]",188.79,Leggings,Wool,"[234, 38, 7]",93.07,Oxfords,Canvas,"[231, 6, 179]",93.0,Formal,18,Cloudy,5.0
Jacket,Denim,"[78, 186, 182]",153.25,Sweatpants,Linen,"[118, 129, 196]",133.35,Heels,Rubber,"[128, 6, 215]",66.3,Vintage,28,Snowy,1.0
Sweater,Velvet,"[206, 27, 134]",92.72,Shorts,Polyester,"[129, 255, 228]",214.25,Flip-Flops,Velvet,"[98, 144, 42]",118.62,Business Casual,31,Rainy,1.0
Blouse,Denim,"[183, 57, 243]",115.88,Culottes,Linen,"[204, 48, 115]",102.28,Oxfords,Wool,"[25, 234, 190]",166.49,Elegant,33,Windy,5.0
T-shirt,Wool,"[9, 68, 237]",69.62,Jeans,Linen,"[104, 203, 189]",171.8,Sneakers,Denim,"[58, 201, 49]",140.92,Casual,10,Sunny,5.0
Sweater,Denim,"[91, 215, 132]",168.46,Sweatpants,Nylon,"[201, 2, 142]",77.46,Sneakers,Mesh,"[129, 105, 238]",127.34,Preppy,5,Windy,5.0
Tank Top,Silk,"[15, 54, 251]",64.8,Sweatpants,Nylon,"[81, 53, 164]",74.03,Running Shoes,Knit,"[31, 92, 1]",63.39,Bohemian,-3,Snowy,1.0
Sweater,Linen,"[77, 7, 141]",43.21,Sweatpants,Nylon,"[116, 39, 225]",83.23,Sneakers,Mesh,"[189, 4, 239]",86.1,Business Casual,26,Rainy,2.5
Blouse,Polyester,"[96, 238, 91]",178.78,Culottes,Velvet,"[41, 61, 45]",53.2,Boots,Rubber,"[219, 74, 241]",136.39,Elegant,-3,Snowy,4.5
Coat,Velvet,"[35, 254, 151]",176.78,Sweatpants,Silk,"[185, 80, 137]",117.89,Flip-Flops,Denim,"[195, 14, 22]",69.03,Vintage,-1,Rainy,3.5
Tank Top,Silk,"[159, 230, 213]",206.83,Trousers,Cotton,"[57, 208, 239]",166.38,Sandals,Rubber,"[172, 212, 86]",185.68,Vintage,6,Rainy,3.0
Sweater,Polyester,"[62, 154, 48]",114.41,Chinos,Wool,"[209, 201, 165]",199.29,Heels,Rubber,"[134, 76, 46]",89.92,Business Casual,1,Cloudy,6.5
Tank Top,Velvet,"[126, 14, 220]",70.97,Trousers,Fleece,"[213, 25, 149]",95.35,Boots,Rubber,"[61, 108, 154]",99.19,Vintage,-1,Rainy,3.5
Jacket,Fleece,"[216, 231, 192]",222.07,Shorts,Nylon,"[195, 67, 232]",124.08,Espadrilles,Suede,"[158, 66, 212]",110.15,Vintage,27,Windy,5.0
Cardigan,Wool,"[163, 77, 179]",114.34,Leggings,Wool,"[174, 203, 27]",174.26,Running Shoes,Suede,"[25, 135, 49]",92.31,Sporty,19,Windy,5.0
T-shirt,Fleece,"[146, 181, 99]",161.19,Sweatpants,Polyester,"[227, 143, 142]",168.0,Boots,Canvas,"[237, 163, 247]",194.7,Casual,34,Cloudy,1.0
Tank Top,Velvet,"[132, 214, 206]",188.57,Cargo Pants,Cotton,"[129, 62, 99]",86.25,Heels,Suede,"[63, 66, 83]",67.04,Minimalist,3,Windy,2.5
Hoodie,Fleece,"[55, 233, 44]",158.23,Joggers,Fleece,"[116, 172, 202]",158.68,Loafers,Wool,"[162, 108, 200]",134.63,Casual,26,Windy,2.5
Hoodie,Fleece,"[245, 232, 245]",237.37,Sweatpants,Leather,"[35, 73, 122]",67.22,Loafers,Mesh,"[20, 178, 233]",137.03,Minimalist,-4,Snowy,3.0
Tank Top,Nylon,"[231, 54, 79]",109.77,Chinos,Velvet,"[251, 3, 167]",95.85,Boots,Wool,"[246, 218, 10]",202.66,Bohemian,-3,Sunny,3.5
Tunic,Linen,"[90, 247, 75]",180.45,Joggers,Linen,"[105, 234, 166]",187.68,Heels,Canvas,"[167, 239, 164]",208.92,Vintage,13,Cloudy,5.0
T-shirt,Leather,"[177, 90, 42]",110.54,Sweatpants,Linen,"[207, 54, 168]",112.74,Loafers,Velvet,"[148, 103, 161]",123.07,Elegant,13,Rainy,3.0
T-shirt,Polyester,"[0, 217, 61]",134.33,Sweatpants,Polyester,"[97, 239, 131]",184.23,Flip-Flops,Synthetic,"[235, 49, 202]",122.06,Business Casual,3,Cloudy,1.0
Tank Top,Silk,"[33, 185, 213]",142.74,Sweatpants,Linen,"[151, 137, 18]",127.62,Sandals,Knit,"[191, 75, 184]",122.11,Vintage,16,Sunny,5.0
Coat,Linen,"[124, 75, 25]",83.95,Cargo Pants,Velvet,"[239, 25, 245]",114.07,Sandals,Knit,"[134, 141, 10]",123.97,Minimalist,7,Cloudy,5.0
Hoodie,Leather,"[14, 107, 3]",67.34,Leggings,Velvet,"[157, 27, 192]",84.68,Espadrilles,Rubber,"[110, 81, 99]",91.72,Minimalist,15,Cloudy,5.0
Coat,Fleece,"[147, 214, 185]",190.66,Trousers,Linen,"[233, 217, 169]",216.31,Flip-Flops,Velvet,"[160, 70, 169]",108.2,Vintage,16,Sunny,5.0
Jacket,Polyester,"[108, 135, 183]",132.4,Chinos,Velvet,"[217, 224, 225]",222.02,Oxfords,Velvet,"[70, 246, 255]",194.4,Formal,19,Windy,5.0
Cardigan,Linen,"[191, 144, 52]",147.56,Joggers,Silk,"[45, 210, 12]",138.09,Heels,Rubber,"[207, 43, 142]",103.32,Streetwear,-1,Rainy,5.0
Sweater,Polyester,"[160, 199, 100]",176.05,Sweatpants,Leather,"[126, 62, 211]",98.12,Flip-Flops,Canvas,"[160, 234, 74]",193.63,Vintage,26,Sunny,2.5
Tunic,Fleece,"[234, 228, 10]",204.94,Jeans,Denim,"[88, 90, 230]",105.36,Espadrilles,Canvas,"[115, 73, 33]",81.0,Business Casual,17,Snowy,1.5
Cardigan,Cotton,"[33, 234, 46]",152.47,Jeans,Cotton,"[130, 185, 94]",158.18,Flip-Flops,Suede,"[133, 215, 162]",184.44,Preppy,26,Snowy,1.5
Sweater,Fleece,"[31, 222, 151]",156.8,Skirt,Fleece,"[15, 255, 165]",172.98,Running Shoes,Leather,"[189, 56, 55]",95.65,Vintage,30,Sunny,2.5
Hoodie,Polyester,"[0, 180, 223]",131.08,Culottes,Nylon,"[123, 100, 194]",117.59,Sneakers,Knit,"[108, 102, 207]",115.76,Bohemian,7,Rainy,5.0
Hoodie,Leather,"[81, 6, 105]",39.71,Shorts,Velvet,"[87, 86, 8]",77.41,Loafers,Leather,"[17, 176, 246]",136.44,Minimalist,20,Cloudy,5.0
Coat,Nylon,"[72, 171, 106]",133.99,Chinos,Nylon,"[217, 60, 86]",109.91,Boots,Leather,"[232, 112, 163]",153.69,Sporty,32,Snowy,1.0
Sweater,Velvet,"[184, 217, 194]",204.51,Chinos,Nylon,"[153, 163, 248]",169.7,Sneakers,Velvet,"[255, 180, 201]",204.82,Casual,8,Snowy,3.0
Tunic,Leather,"[136, 223, 144]",187.98,Chinos,Linen,"[81, 216, 174]",170.85,Running Shoes,Canvas,"[251, 121, 13]",147.56,Vintage,33,Sunny,5.0
Hoodie,Wool,"[161, 206, 214]",193.46,Leggings,Polyester,"[247, 146, 122]",173.46,Running Shoes,Wool,"[17, 189, 135]",131.42,Vintage,34,Cloudy,2.5
Coat,Denim,"[76, 127, 187]",118.59,Jeans,Nylon,"[0, 145, 136]",100.62,Espadrilles,Mesh,"[248, 152, 233]",189.94,Casual,7,Rainy,6.0
Cardigan,Silk,"[45, 77, 195]",80.88,Skirt,Polyester,"[140, 179, 203]",170.07,Sandals,Mesh,"[206, 168, 107]",172.41,Formal,11,Windy,5.0
Tank Top,Wool,"[78, 47, 164]",69.61,Jeans,Polyester,"[182, 182, 116]",174.48,Loafers,Rubber,"[79, 226, 54]",162.44,Streetwear,16,Sunny,3.5
Cardigan,Polyester,"[131, 210, 81]",171.67,Joggers,Denim,"[254, 176, 218]",204.11,Running Shoes,Denim,"[123, 142, 89]",130.28,Business Casual,22,Windy,5.0
Cardigan,Linen,"[201, 53, 230]",117.43,Joggers,Velvet,"[55, 25, 193]",53.12,Sandals,Denim,"[242, 47, 250]",128.45,Formal,31,Snowy,1.5
Cardigan,Nylon,"[118, 102, 203]",118.3,Shorts,Denim,"[13, 217, 7]",132.06,Sandals,Wool,"[204, 82, 205]",132.5,Business Casual,33,Rainy,3.0
Blouse,Cotton,"[70, 127, 207]",119.08,Jeans,Cotton,"[123, 63, 210]",97.7,Loafers,Synthetic,"[55, 244, 157]",177.57,Formal,0,Sunny,5.0
Cardigan,Polyester,"[117, 99, 69]",100.96,Chinos,Denim,"[33, 238, 124]",163.71,Boots,Denim,"[92, 13, 67]",42.78,Casual,4,Sunny,6.0
Tank Top,Nylon,"[181, 202, 80]",181.81,Shorts,Cotton,"[110, 95, 42]",93.44,Oxfords,Mesh,"[110, 152, 72]",130.32,Formal,-1,Sunny,2.5
Sweater,Wool,"[109, 52, 29]",66.42,Chinos,Linen,"[44, 210, 159]",154.55,Sneakers,Canvas,"[122, 218, 177]",184.62,Formal,6,Cloudy,3.0
Hoodie,Linen,"[185, 67, 76]",103.31,Cargo Pants,Velvet,"[255, 235, 255]",243.26,Running Shoes,Velvet,"[252, 39, 161]",116.59,Sporty,14,Snowy,1.5
Hoodie,Nylon,"[167, 158, 133]",157.84,Culottes,Polyester,"[162, 90, 32]",104.92,Espadrilles,Mesh,"[248, 164, 174]",190.26,Preppy,7,Sunny,5.0
Jacket,Leather,"[185, 143, 13]",140.74,Skirt,Leather,"[102, 208, 14]",154.19,Sneakers,Knit,"[179, 134, 151]",149.39,Vintage,8,Snowy,1.5
Jacket,Linen,"[169, 184, 97]",169.6,Joggers,Fleece,"[194, 48, 236]",113.09,Heels,Canvas,"[28, 180, 177]",134.21,Bohemian,22,Rainy,6.0
T-shirt,Silk,"[199, 186, 187]",190.0,Trousers,Nylon,"[13, 37, 78]",34.5,Sneakers,Velvet,"[240, 209, 50]",200.14,Bohemian,27,Rainy,5.0
Cardigan,Nylon,"[39, 100, 38]",74.69,Sweatpants,Polyester,"[27, 52, 73]",46.92,Oxfords,Mesh,"[173, 209, 127]",188.89,Business Casual,16,Cloudy,5.0
Polo,Nylon,"[125, 13, 32]",48.65,Joggers,Nylon,"[69, 181, 207]",150.48,Moccasins,Mesh,"[189, 104, 31]",121.09,Preppy,31,Windy,5.0
Blouse,Denim,"[191, 208, 2]",179.43,Jeans,Nylon,"[84, 100, 93]",94.42,Heels,Knit,"[135, 21, 34]",56.57,Elegant,9,Snowy,1.5
Hoodie,Cotton,"[252, 210, 30]",202.04,Chinos,Leather,"[57, 92, 83]",80.51,Heels,Rubber,"[176, 93, 181]",127.85,Business Casual,32,Rainy,2.5
Tank Top,Denim,"[121, 37, 64]",65.19,Joggers,Leather,"[132, 78, 72]",93.46,Oxfords,Suede,"[168, 26, 250]",93.99,Preppy,19,Cloudy,5.0
Blouse,Fleece,"[67, 185, 111]",141.28,Skirt,Silk,"[183, 161, 128]",163.82,Loafers,Wool,"[180, 244, 217]",221.79,Formal,23,Sunny,5.0
Cardigan,Velvet,"[169, 82, 149]",115.65,Trousers,Silk,"[158, 97, 164]",122.88,Loafers,Canvas,"[138, 50, 46]",75.86,Elegant,-2,Rainy,5.0
Coat,Polyester,"[52, 53, 170]",66.04,Chinos,Cotton,"[208, 63, 30]",102.59,Oxfords,Denim,"[234, 182, 22]",179.31,Streetwear,4,Sunny,5.0
Jacket,Linen,"[126, 92, 175]",111.63,Skirt,Cotton,"[174, 87, 141]",119.17,Moccasins,Mesh,"[135, 89, 161]",110.96,Sporty,5,Cloudy,5.0
Polo,Wool,"[233, 46, 23]",99.29,Sweatpants,Silk,"[252, 104, 182]",157.14,Moccasins,Suede,"[156, 80, 146]",110.25,Sporty,22,Windy,5.0
Coat,Nylon,"[230, 163, 156]",182.23,Trousers,Polyester,"[226, 195, 200]",204.84,Flip-Flops,Rubber,"[143, 139, 125]",138.6,Bohemian,33,Rainy,1.5
Tunic,Velvet,"[87, 140, 137]",123.81,Sweatpants,Velvet,"[202, 71, 195]",124.3,Sandals,Leather,"[139, 6, 92]",55.57,Bohemian,13,Sunny,5.0
Sweater,Fleece,"[100, 240, 86]",180.58,Joggers,Velvet,"[183, 92, 170]",128.1,Boots,Wool,"[5, 81, 174]",68.88,Elegant,33,Sunny,1.0
Polo,Silk,"[10, 96, 236]",86.25,Cargo Pants,Fleece,"[154, 133, 79]",133.12,Sneakers,Velvet,"[200, 204, 101]",191.06,Streetwear,24,Snowy,1.5
T-shirt,Cotton,"[168, 181, 166]",175.4,Chinos,Linen,"[154, 187, 132]",170.86,Heels,Velvet,"[116, 144, 248]",147.48,Sporty,15,Snowy,1.5
Coat,Polyester,"[86, 116, 101]",105.32,Skirt,Silk,"[32, 47, 39]",41.6,Oxfords,Velvet,"[127, 38, 205]",83.65,Preppy,-4,Sunny,4.0
Blouse,Denim,"[165, 218, 112]",190.07,Culottes,Wool,"[0, 98, 36]",61.63,Running Shoes,Wool,"[59, 156, 169]",128.48,Preppy,17,Rainy,5.0
Coat,Wool,"[61, 0, 148]",35.11,Leggings,Leather,"[228, 171, 209]",192.37,Espadrilles,Velvet,"[131, 80, 207]",109.73,Preppy,12,Snowy,3.0
Tank Top,Fleece,"[37, 251, 141]",174.47,Jeans,Polyester,"[165, 45, 251]",104.36,Sandals,Knit,"[234, 214, 214]",219.98,Elegant,8,Snowy,1.5
Tunic,Nylon,"[203, 209, 102]",195.01,Jeans,Denim,"[230, 30, 234]",113.06,Flip-Flops,Synthetic,"[91, 113, 140]",109.5,Minimalist,15,Rainy,3.0
Tank Top,Fleece,"[142, 143, 91]",136.77,Trousers,Leather,"[253, 169, 111]",187.5,Oxfords,Suede,"[18, 156, 149]",113.94,Vintage,14,Sunny,5.0
Tank Top,Cotton,"[217, 63, 217]",126.6,Cargo Pants,Wool,"[170, 107, 96]",124.58,Boots,Velvet,"[238, 23, 229]",110.77,Bohemian,29,Sunny,1.0
Blouse,Leather,"[100, 48, 16]",59.9,Joggers,Denim,"[206, 157, 133]",168.91,Boots,Rubber,"[51, 198, 38]",135.81,Preppy,9,Windy,5.0
T-shirt,Denim,"[70, 168, 175]",139.5,Culottes,Nylon,"[191, 47, 42]",89.49,Boots,Canvas,"[107, 92, 59]",92.72,Vintage,-4,Sunny,3.5
T-shirt,Fleece,"[156, 129, 65]",129.78,Trousers,Silk,"[181, 179, 203]",182.33,Sandals,Rubber,"[161, 96, 1]",104.6,Vintage,34,Windy,5.0
Hoodie,Velvet,"[242, 231, 201]",230.87,Jeans,Leather,"[122, 46, 237]",90.5,Sandals,Rubber,"[83, 240, 34]",169.57,Minimalist,-5,Windy,6.5
T-shirt,Linen,"[186, 17, 37]",69.81,Sweatpants,Wool,"[208, 25, 15]",78.58,Oxfords,Suede,"[214, 68, 161]",122.26,Minimalist,23,Rainy,5.0
T-shirt,Velvet,"[78, 187, 103]",144.83,Leggings,Velvet,"[36, 238, 129]",165.18,Heels,Leather,"[9, 245, 106]",158.59,Casual,30,Snowy,1.5
Polo,Polyester,"[238, 239, 242]",239.04,Chinos,Leather,"[40, 49, 245]",68.65,Loafers,Denim,"[84, 38, 3]",47.76,Casual,31,Snowy,1.5
